"guideline anchor","guideline url",mirror_file,timestamp
"The role of initial chemotherapy for the treatment of adults with diffuse low grade glioma: a systematic review and evidence-based clinical practice guideline.",https://www.guideline.gov/summaries/summary/50120/the-role-of-initial-chemotherapy-for-the-treatment-of-adults-with-diffuse-low-grade-glioma-a-systematic-review-and-evidencebased-clinical-practice-guideline,./the-role-of-initial-chemotherapy-for-the-treatment-of-adults-with-diffuse-low-grade-glioma-a-systematic-review-and-evidencebased-clinical-practice-guideline,20180712203206
"ACR Appropriateness Criteria® thoracic aorta interventional planning and follow-up.",https://www.guideline.gov/summaries/summary/51010/acr-appropriateness-criteria--thoracic-aorta-interventional-planning-and-followup,./acr-appropriateness-criteria--thoracic-aorta-interventional-planning-and-followup,20180713032055
"Practice parameter update: management issues for women with epilepsy--focus on pregnancy (an evidence-based review): teratogenesis and perinatal outcomes. Report of the Quality Standards Subcommittee and Therapeutics and Technology Subcommittee of the American Academy of Neurology and American Epilepsy Society.",https://www.guideline.gov/summaries/summary/14680/practice-parameter-update-management-issues-for-women-with-epilepsyfocus-on-pregnancy-an-evidencebased-review-teratogenesis-and-perinatal-outcomes-report-of-the-quality-standards-subcommittee-and-therapeutics-and-technology-subcommittee-of-the-american-academy,./practice-parameter-update-management-issues-for-women-with-epilepsyfocus-on-pregnancy-an-evidencebased-review-teratogenesis-and-perinatal-outcomes-report-of-the-quality-standards-subcommittee-and-therapeutics-and-technology-subcommittee-of-the-american-a,20180712205533
"Screening for hepatitis B virus infection in nonpregnant adolescents and adults: U.S. Preventive Services Task Force recommendation statement.",https://www.guideline.gov/summaries/summary/48331/screening-for-hepatitis-b-virus-infection-in-nonpregnant-adolescents-and-adults-us-preventive-services-task-force-recommendation-statement,./screening-for-hepatitis-b-virus-infection-in-nonpregnant-adolescents-and-adults-us-preventive-services-task-force-recommendation-statement,20180713022456
"Guidelines for diagnosing and managing pediatric concussion.",https://www.guideline.gov/summaries/summary/49018/guidelines-for-diagnosing-and-managing-pediatric-concussion,./guidelines-for-diagnosing-and-managing-pediatric-concussion,20180712194638
"Final recommendation statement: vision in children ages 6 months to 5 years: screening.",https://www.guideline.gov/summaries/summary/51179/final-recommendation-statement-vision-in-children-ages-6-months-to-5-years-screening,./final-recommendation-statement-vision-in-children-ages-6-months-to-5-years-screening,20180712204905
"Chronic obstructive pulmonary disease.",https://www.guideline.gov/summaries/summary/51225/chronic-obstructive-pulmonary-disease,./chronic-obstructive-pulmonary-disease,20180712202227
"Cervical spine collar clearance in the obtunded adult blunt trauma patient: a systematic review and practice management guideline from the Eastern Association for the Surgery of Trauma.",https://www.guideline.gov/summaries/summary/48995/cervical-spine-collar-clearance-in-the-obtunded-adult-blunt-trauma-patient-a-systematic-review-and-practice-management-guideline-from-the-eastern-association-for-the-surgery-of-trauma,./cervical-spine-collar-clearance-in-the-obtunded-adult-blunt-trauma-patient-a-systematic-review-and-practice-management-guideline-from-the-eastern-association-for-the-surgery-of-trauma,20180712194659
"Best evidence statement (BESt). Reducing pain for children and adolescents receiving injections.",https://www.guideline.gov/summaries/summary/39440/best-evidence-statement-best-reducing-pain-for-children-and-adolescents-receiving-injections,./best-evidence-statement-best-reducing-pain-for-children-and-adolescents-receiving-injections,20180712210952
"Depression in children and young people: identification and management in primary, community and secondary care.",https://www.guideline.gov/summaries/summary/49118/depression-in-children-and-young-people-identification-and-management-in-primary-community-and-secondary-care,./depression-in-children-and-young-people-identification-and-management-in-primary-community-and-secondary-care,20180712194709
"Idiopathic pulmonary fibrosis. The diagnosis and management of suspected idiopathic pulmonary fibrosis.",https://www.guideline.gov/summaries/summary/46934/idiopathic-pulmonary-fibrosis-the-diagnosis-and-management-of-suspected-idiopathic-pulmonary-fibrosis,./idiopathic-pulmonary-fibrosis-the-diagnosis-and-management-of-suspected-idiopathic-pulmonary-fibrosis,20180712205726
"Multimorbidity: clinical assessment and management.",https://www.guideline.gov/summaries/summary/50492/multimorbidity-clinical-assessment-and-management,./multimorbidity-clinical-assessment-and-management,20180712205842
"Endocrine therapy for hormone receptor–positive metastatic breast cancer: American Society of Clinical Oncology guideline.",https://www.guideline.gov/summaries/summary/50469/endocrine-therapy-for-hormone-receptor-positive-metastatic-breast-cancer-american-society-of-clinical-oncology-guideline,./endocrine-therapy-for-hormone-receptor-positive-metastatic-breast-cancer-american-society-of-clinical-oncology-guideline,20180713024308
"American Gastroenterological Association Institute guideline on the role of elastography in the evaluation of liver fibrosis.",https://www.guideline.gov/summaries/summary/51033/american-gastroenterological-association-institute-guideline-on-the-role-of-elastography-in-the-evaluation-of-liver-fibrosis,./american-gastroenterological-association-institute-guideline-on-the-role-of-elastography-in-the-evaluation-of-liver-fibrosis,20180712202925
"Follow-up of colorectal polyps or cancer.",https://www.guideline.gov/summaries/summary/46911/followup-of-colorectal-polyps-or-cancer,./followup-of-colorectal-polyps-or-cancer,20180712210557
"Upper tract urothelial tumours.",https://www.guideline.gov/summaries/summary/48139/upper-tract-urothelial-tumours,./upper-tract-urothelial-tumours,20180712210624
"Ocriplasmin for treating vitreomacular traction.",https://www.guideline.gov/summaries/summary/47452/ocriplasmin-for-treating-vitreomacular-traction,./ocriplasmin-for-treating-vitreomacular-traction,20180712204852
"Comparison of Oncotype DX with multi-gene profiling assays (e.g., MammaPrint, PAM50) and other tests (e.g., Adjuvant! Online, Ki-67 and IHC4) in early-stage breast cancer.",https://www.guideline.gov/summaries/summary/47790/comparison-of-oncotype-dx-with-multigene-profiling-assays-eg-mammaprint-pam50-and-other-tests-eg-adjuvant-online-ki67-and-ihc4-in-earlystage-breast-cancer,./comparison-of-oncotype-dx-with-multigene-profiling-assays-eg-mammaprint-pam50-and-other-tests-eg-adjuvant-online-ki67-and-ihc4-in-earlystage-breast-cancer,20180712210913
"ACR Appropriateness Criteria® dementia and movement disorders.",https://www.guideline.gov/summaries/summary/48285/acr-appropriateness-criteria--dementia-and-movement-disorders,./acr-appropriateness-criteria--dementia-and-movement-disorders,20180713024922
"Acute kidney injury. Prevention, detection and management of acute kidney injury up to the point of renal replacement therapy.",https://www.guideline.gov/summaries/summary/47080/acute-kidney-injury-prevention-detection-and-management-of-acute-kidney-injury-up-to-the-point-of-renal-replacement-therapy,./acute-kidney-injury-prevention-detection-and-management-of-acute-kidney-injury-up-to-the-point-of-renal-replacement-therapy,20180712194719
"Adapting your practice: treatment and recommendations for patients who are homeless with diabetes mellitus.",https://www.guideline.gov/summaries/summary/47767/adapting-your-practice-treatment-and-recommendations-for-patients-who-are-homeless-with-diabetes-mellitus,./adapting-your-practice-treatment-and-recommendations-for-patients-who-are-homeless-with-diabetes-mellitus,20180712194714
"Routine preoperative tests for elective surgery.",https://www.guideline.gov/summaries/summary/50177/routine-preoperative-tests-for-elective-surgery,./routine-preoperative-tests-for-elective-surgery,20180712205534
"Abnormal uterine bleeding in pre-menopausal women.",https://www.guideline.gov/summaries/summary/46416/abnormal-uterine-bleeding-in-premenopausal-women,./abnormal-uterine-bleeding-in-premenopausal-women,20180712211242
"Final recommendation statement: thyroid cancer: screening.",https://www.guideline.gov/summaries/summary/51016/final-recommendation-statement-thyroid-cancer-screening,./final-recommendation-statement-thyroid-cancer-screening,20180713052140
"Clinical practice guideline for diagnostic testing for adult obstructive sleep apnea: an American Academy of Sleep Medicine clinical practice guideline.",https://www.guideline.gov/summaries/summary/50887/clinical-practice-guideline-for-diagnostic-testing-for-adult-obstructive-sleep-apnea-an-american-academy-of-sleep-medicine-clinical-practice-guideline,./clinical-practice-guideline-for-diagnostic-testing-for-adult-obstructive-sleep-apnea-an-american-academy-of-sleep-medicine-clinical-practice-guideline,20180712203925
"Infliximab, adalimumab and golimumab for treating moderately to severely active ulcerative colitis after the failure of conventional therapy (including a review of TA140 and TA262).",https://www.guideline.gov/summaries/summary/49095/infliximab-adalimumab-and-golimumab-for-treating-moderately-to-severely-active-ulcerative-colitis-after-the-failure-of-conventional-therapy-including-a-review-of-ta140-and-ta262,./infliximab-adalimumab-and-golimumab-for-treating-moderately-to-severely-active-ulcerative-colitis-after-the-failure-of-conventional-therapy-including-a-review-of-ta140-and-ta262,20180713050419
"Obesity: identification, assessment and management of overweight and obesity in children, young people and adults.",https://www.guideline.gov/summaries/summary/48872/obesity-identification-assessment-and-management-of-overweight-and-obesity-in-children-young-people-and-adults,./obesity-identification-assessment-and-management-of-overweight-and-obesity-in-children-young-people-and-adults,20180712203901
"ACR Appropriateness Criteria® soft-tissue masses.",https://www.guideline.gov/summaries/summary/51265/acr-appropriateness-criteria--softtissue-masses,./acr-appropriateness-criteria--softtissue-masses,20180713030513
"Hypertension evidence-based nutrition practice guideline.",https://www.guideline.gov/summaries/summary/50137/hypertension-evidencebased-nutrition-practice-guideline,./hypertension-evidencebased-nutrition-practice-guideline,20180712211334
"Chemotherapy and targeted therapy for women with human epidermal growth factor receptor 2–negative (or unknown) advanced breast cancer: American Society of Clinical Oncology clinical practice guideline.",https://www.guideline.gov/summaries/summary/48623/chemotherapy-and-targeted-therapy-for-women-with-human-epidermal-growth-factor-receptor-2-negative-or-unknown-advanced-breast-cancer-american-society-of-clinical-oncology-clinical-practice-guideline,./chemotherapy-and-targeted-therapy-for-women-with-human-epidermal-growth-factor-receptor-2-negative-or-unknown-advanced-breast-cancer-american-society-of-clinical-oncology-clinical-practice-guideline,20180713040821
